mortality_rate,T2M,O3
1.019,286.798,43.354
1.404,287.864,43.325
1.116,286.142,46.559
1.25,285.271,48.95
1.231,287.445,50.939
1.423,289.014,38.443
1.058,289.751,37.939
1.173,286.952,40.948
1.404,285.817,31.837
1.423,287.227,33.743
1.366,286.888,43.931
1.077,285.98,46.94
1.154,286.774,49.773
1.289,289.74,36.715
1.173,291.671,36.648
1.308,290.219,56.636
1.173,292.344,85.808
1.423,291.785,74.675
1.404,291.829,75.562
1.404,292.683,87.886
1.173,291.25,65.12
1,290.215,44.993
1.193,291.352,59.114
1.346,289.281,51.626
1.212,289.051,46.354
1.135,288.439,49.252
1.231,288.236,45.836
0.904,288.404,29.396
1.308,290.824,23.728
1.27,290.176,37.677
1.173,287.693,50.908
0.827,286.953,31.495
1.193,288.407,44.698
1,287.927,41.039
1.019,286.734,40.331
1.077,286.514,44.24
1,286.733,43.783
1.366,287.44,43.053
1.096,287.885,45.1
1.173,287.628,49.022
0.943,287.109,35.601
1.212,288.16,39.752
1.193,287.731,49.339
1.135,287.493,40.965
1.116,285.626,52.62
1.077,287.15,52.396
1.423,287.789,42.161
1.135,288.889,35.215
1.193,289.629,30.379
1.193,289.579,39.555
1,289.723,33.195
1.289,291.001,24.041
1.173,291.447,34.575
1.289,290.179,45.527
1.385,287.131,39.706
1.077,285.774,36.658
1.346,285.084,39.655
1.308,284.781,33.586
1.289,284.64,31.172
1.25,286.82,39.484
1.308,286.677,51.162
1.27,286.637,42.339
1.289,285.732,29.427
1.27,287.525,39.067
1.443,288.895,37.378
0.962,286.911,27.883
1.366,287.174,36.699
1.462,286.338,49.212
1.289,285.45,44.162
1.231,284.892,35.079
1.116,285.147,28.66
1,285.296,30.765
1.096,286.722,32.611
1.346,286.628,32.79
1.404,286.602,40.955
1.173,285.714,45.898
1.135,284.764,45.958
1.135,286.295,46.979
1.289,286.422,45.956
1.27,285.035,35.462
1.25,285.236,41.944
1.27,283.219,42.381
1.27,283.545,35.119
1.423,283.597,36.663
1.404,282.491,41.978
1.154,280.814,36.554
1,279.703,42.145
1.366,281.413,34.947
1.058,280.949,43.984
1.635,282.075,24.568
1.366,286.452,29.084
1.616,284.28,35.24
1.116,283.864,26.386
1.212,287.242,40.584
1.308,286.758,37.051
1.462,285.616,25.992
1.462,286.264,35.744
1.346,284.622,23.913
1.116,283.043,34.304
1.5,281.657,39.935
1.674,281.968,30.766
1.404,283.211,35.104
1.173,284.587,43.676
1.443,284.993,50.84
1.135,280.41,42.107
1.173,281.168,30.437
1.231,284.36,42.814
1.289,281.746,39.559
1.52,282.75,43.187
1.52,282.506,48.964
1.308,279.031,38.035
1.52,275.541,31.352
1.481,275.63,31.222
1.25,276.839,34.951
1.5,277.065,38.818
1.27,278.709,40.527
1.654,280.08,44.141
1.193,281.307,32.322
1.616,281.899,35.978
1.712,281.398,32.897
1.674,281.44,14.792
1.404,281.21,18.213
1.577,281.81,37.2
1.462,278.772,48.093
1.597,279.284,43.777
1.154,280.309,47.013
1.539,279.759,27.731
1.27,281.695,23.185
1.462,284.062,39.582
1.116,283.176,41.86
1.385,279.129,39.465
1.597,279.069,20.02
1.327,281.106,31.382
1.346,282.305,43.359
1.731,281.277,47.931
1.366,277.328,47.951
1.866,273.683,44.442
1.616,275.889,37.043
1.346,276.943,42.614
1.154,276.949,32.531
1.193,281.806,32.528
1.5,280.083,36.778
1.827,274.741,8.947
1.635,274.335,10.581
1.789,272.217,20.899
1.847,273.714,30.38
1.539,273.979,26.628
1.674,273.289,24.112
2.328,275.942,24.987
1.827,275.502,19.783
1.712,275.006,23.184
1.539,273.342,18.943
1.924,277.93,21.7
1.712,275.05,25.472
1.5,275.799,23.587
1.75,274.663,18.532
1.847,275.541,14.744
1.904,277.614,30.099
1.789,275.516,9.401
1.904,274.694,7.524
2.154,277.78,12.854
1.789,277.564,23.519
2.116,281.446,35.721
2.116,278.182,30.141
2.251,279.651,32.105
1.827,283.08,45.071
2.193,281.528,30.566
1.904,279.792,27.744
2.116,278.492,21.863
2.347,278.134,26.915
1.731,275.816,36.73
1.904,274.726,33.181
2.251,275.574,35.08
2.52,274.662,27.497
2.039,273.123,12.625
2.097,271.392,
1.936,279.777,11.193
1.576,276.247,23.18
1.711,274.692,26.237
1.936,278.22,15.078
1.599,278.144,36.266
1.666,276.524,30.161
1.824,278.784,44.762
1.801,279.942,45.262
1.531,277.263,44.066
1.711,281.53,46.474
1.801,276.394,22.578
1.554,276.639,28.712
1.644,282.082,52.408
1.441,280.365,47.629
1.869,281.45,39.988
1.554,277.731,24.558
1.621,279.302,32.027
1.531,282.601,44.828
1.666,282.76,46.711
1.328,284.732,44.877
1.734,282.583,45.711
0.811,276.758,34.105
1.419,283.422,36.999
1.486,279.988,44.161
1.464,281.441,51.676
1.238,281.592,57.174
1.621,281.482,49.974
1.486,278.936,26.663
1.193,281.09,37.817
1.351,277.448,45.534
1.509,277.996,60.947
1.238,276.473,50.968
1.441,275.936,48.59
0.968,278.305,56.35
1.328,277.995,46.849
1.554,281.826,56.21
1.531,278.787,42.352
1.148,281.409,33.083
1.216,280.691,28.953
1.238,279.626,13.199
1.148,277.315,10.186
1.283,277.153,6.628
1.261,277.747,4.957
1.464,275.124,3.871
1.419,276.555,24.285
1.509,276.702,38.02
1.126,273.336,30.621
1.599,273.256,16.256
1.328,273.034,9.257
1.441,273.467,13.568
1.419,274.392,13.54
1.486,280.947,46.22
1.509,282.873,59.733
1.689,281.658,49.008
1.193,280.832,54.203
1.464,278.425,45.208
1.779,281.351,68.226
1.283,279.066,48.666
1.351,278.173,29.146
1.396,279.542,48.393
1.283,280.995,71.602
1.441,280.835,66.265
1.081,276.179,57.606
1.126,276.309,50.298
1.374,277.041,42.788
1.419,281.744,59.456
1.621,280.136,61.991
1.306,280.754,61.222
1.914,278.635,58.939
1.554,278.953,67.822
1.328,280.107,66.953
1.396,279.734,74.964
1.441,280.152,60.676
1.216,280.065,47.151
1.554,281.694,30.902
1.126,278.936,59.2
1.666,277.01,61.806
1.283,276.503,54.116
1.599,277.551,51.463
1.351,278.889,56.933
1.531,277.418,72.749
1.328,275.733,72.407
1.531,274.862,57.97
1.351,274.83,65.506
1.711,275.966,68.067
1.554,277.169,42.067
1.328,278.257,38.232
1.328,279.262,58.056
1.216,280.403,67.888
1.103,281.599,64.521
1.351,280.782,45.054
1.531,282.856,66.953
1.756,283.279,57.48
1.238,284.035,39.044
1.666,283.148,41.687
1.599,278.958,62.537
1.554,275.668,72.646
1.689,276.659,62.401
1.464,276.594,43.249
1.351,278.316,43.895
1.419,278.92,49.755
1.576,278.954,61.385
1.531,279.52,67.697
1.486,279.213,57.97
1.351,278.544,51.619
1.531,277.866,47.987
1.419,278.545,53.576
1.351,278.658,78.903
1.374,279.908,69.576
1.283,280.673,80.048
1.756,281.38,63.093
1.171,282.14,70.589
1.374,283.501,66.778
1.644,283.488,43.903
1.261,282.915,59.101
1.171,284.377,60.07
1.261,287.249,65.692
1.441,286.413,60.371
1.351,282.888,62.204
1.283,281.137,57.644
1.328,281.764,66.317
1.193,282.409,65.072
1.306,283.264,51.807
1.306,286.905,62.987
1.351,289.243,70.59
0.856,288.39,75.68
1.261,287.969,77.386
1.013,288.957,83.296
1.351,289.461,87.456
1.328,290.414,80.718
1.486,290.418,81.217
1.486,290.55,91.002
1.554,288.676,86.478
1.644,286.165,80.115
1.396,285.452,83.741
0.991,284.993,80.847
1.126,283.769,56.622
1.531,282.853,63.739
1.103,283.085,76.169
1.261,281.948,69.802
1.396,282.523,76.36
1.193,284.619,87.785
1.081,286.879,90.951
1.374,287.497,84.499
1.036,286.895,99.53
1.171,285.417,82.587
1.306,285.249,96.428
1.193,285.738,69.807
1.126,288.719,45.347
1.509,288.896,62.827
1.283,288.352,64.763
1.306,288.986,68.149
1.261,287.07,66.048
1.148,289.34,66.801
1.486,287.663,62.81
1.036,288.575,55.333
1.306,288.667,56.16
1.126,286.865,52.374
0.968,287.949,60.345
1.171,290.608,75.315
1.171,291.75,54.63
1.351,289.3,51.471
1.193,287.064,49.194
1.216,284.947,53.97
1.306,284.583,51.022
1.464,285.386,56.498
0.901,284.624,53.548
0.991,285.362,52.101
1.238,286.679,53.675
1.171,286.377,59.479
1.441,288.338,57.288
1.328,287.147,50.495
1.261,286.861,34.166
1.058,289.322,60.415
1.193,287.679,60.739
1.509,288.411,59.085
1.148,289.381,52.937
1.171,287.612,46.828
1.058,288.499,42.625
1.396,289.77,47.092
0.721,288.66,46.42
1.216,289.101,43.695
1.328,292.362,65.561
1.013,289.797,44.81
1.306,288.899,45.241
0.968,288.813,48.674
1.058,288.961,57.78
1.238,288.073,55.574
1.351,286.959,54.582
1.013,286.894,51.368
1.058,286.7,34.315
1.193,288.759,44.521
1.374,287.458,43.268
1.306,286.013,47.599
0.923,288.199,48.327
1.374,289.991,33.638
1.148,291.57,35.255
1.013,288.065,39.338
0.833,286.287,30.794
1.396,288.272,29.959
1.058,288.103,43.964
0.833,286.942,48.719
1.193,287.515,48.766
1.261,290.293,31.128
1.531,292.509,35.364
1.328,291.342,64.579
1.058,293.249,79.376
1.126,292.919,67.133
1.283,293.087,74.539
1.419,293.61,87.286
1.351,291.928,60.632
1.126,291.679,51.714
1.081,292.354,59.53
1.351,290.318,49.995
1.261,290.43,48.115
1.306,290.027,46.895
1.464,288.988,42.415
0.923,288.878,24.787
0.766,292.17,27.95
1.013,291.097,34.192
0.923,288.575,45.142
1.081,287.743,34.024
1.036,289.639,44.258
1.036,288.879,42.908
1.126,287.798,44.943
1.261,287.519,42.934
0.946,287.808,45.997
1.351,288.163,42.959
1.441,288.611,52.666
1.081,288.786,52.993
1.126,288.389,43.674
1.171,288.889,42.797
1.216,289.048,46.52
1.148,288.356,39.327
1.216,286.644,48.084
1.103,287.973,51.772
0.946,288.632,43.949
1.261,290.004,38.288
1.036,290.937,34.646
1.328,290.686,36.467
1.306,290.561,31.646
1.126,291.767,23.857
1.126,291.865,42.27
0.856,290.961,43.813
0.901,288.259,41.386
1.103,287.409,42.773
1.238,286.283,40.878
1.126,285.944,37.623
0.766,286.262,31.943
1.058,287.407,35.772
1.171,286.987,41.808
1.193,287.213,35.747
1.396,287.081,34.914
1.081,288.166,41.925
1.216,289.498,41.15
1.283,286.831,16.945
1.081,286.749,31.493
1.103,286.658,51.49
1.216,286.112,42.218
1.238,285.496,32.659
1.058,285.573,26.616
1.103,285.32,33.697
1.193,286.804,34.032
1.283,286.508,37.649
1.216,286.149,46.814
1.171,286.07,38.51
1.216,285.598,43.968
1.441,287.153,43.902
1.193,287.084,44.415
0.878,286.318,40.346
0.968,285.336,33.904
1.261,284.617,33.591
1.396,284.207,31.716
1.351,284.654,37.658
0.946,283.452,40.911
1.148,281.519,34.617
1.396,280.438,35
1.306,281.739,36.653
1.419,282.338,41.011
1.306,282.961,21.975
1.554,287.405,33.396
1.374,284.754,27.716
1.306,283.961,22.278
1.216,287.308,39.305
1.216,287.161,36.261
1.193,287.196,25.737
1.261,287.201,31.183
1.283,285.646,24.548
1.509,284.785,30.268
1.306,282.427,35.187
1.486,282.418,22.077
1.914,283.762,33.063
1.193,285.02,45.493
1.306,286.029,53.399
1.261,281.081,37.732
1.036,281.135,25.512
0.991,284.412,43.127
1.486,282.571,38.607
1.486,282.713,38.941
1.283,284.051,44.72
1.216,279.573,31.652
1.396,276.51,21.187
1.328,275.331,21.835
1.306,277.64,24.175
1.306,277.23,32.085
1.419,279.706,31.319
1.261,281.544,36.283
1.216,282.107,27.545
1.306,282.877,20.832
1.396,282.164,21.145
1.374,282.11,10.035
1.374,281.76,21.966
1.351,282.451,41.923
1.419,280.269,52.049
1.374,280,44.665
1.283,280.768,46.039
1.464,280.202,24.537
1.261,281.137,16.788
1.328,284.394,33.179
1.486,284.536,41.044
1.283,280.363,33.025
1.509,279.144,21.224
1.644,281.441,27.428
1.554,282.504,38.103
1.464,282.366,49.792
0.833,278.634,49.074
1.509,274.65,41.936
1.689,275.643,37.804
1.419,277.422,38.94
1.756,277.261,25.847
1.216,281.355,20.768
1.666,281.211,33.616
1.531,274.858,9.246
1.081,274.879,6.163
1.486,275.277,18.55
1.531,275.241,23.823
1.576,274.596,21.366
1.644,273.741,15.523
2.004,276.927,30.293
1.734,276.15,18.828
1.734,276.672,16.875
1.801,273.597,10.042
1.689,277.515,15.003
1.464,275.52,18.926
1.936,275.742,17.694
1.914,275.159,11.563
2.049,275.638,14.391
1.891,277.985,31.931
2.027,276.488,8.909
2.409,275.78,3.705
1.914,276.897,8.889
1.801,277.565,20.483
1.554,282.301,30.875
1.846,278.435,28.973
2.094,282.189,36.225
2.049,283.456,45.847
1.734,282.491,26.128
2.139,281.187,23.315
2.612,279.108,15.826
2.072,278.671,27.976
1.711,275.668,35.462
2.387,275.472,28.431
2.049,275.744,31.84
2.139,274.616,21.705
1.734,273.477,6.792
2.072,272.277,
2.129,279.654,18.111
1.91,275.85,20.207
1.747,273.499,22.839
1.874,277.414,13.99
1.747,277.746,35.756
1.965,276.599,30.305
1.874,278.586,44.867
1.874,279.98,44.569
1.91,277.29,41.484
1.692,280.996,43.154
2.129,275.528,20.699
1.91,276.916,29.348
1.583,281.631,52.792
1.619,279.492,45.801
1.637,280.982,42.306
1.437,277.044,24.79
1.492,279.422,36.648
1.601,282.687,43.401
1.456,283.351,44.03
1.819,284.375,43.478
1.71,282.44,46.413
1.346,277.795,31.092
1.656,282.975,37.345
1.547,279.238,43.241
1.401,281.07,51.501
1.437,280.786,57.497
1.547,280.739,46.576
1.255,278.502,30.669
1.365,281.007,42.885
1.365,277.144,46.731
1.237,277.82,61.208
1.437,275.764,49.039
1.547,275.985,46.349
1.419,278.441,54.505
1.874,277.271,43.707
1.656,281.587,55.615
1.492,278.53,40.439
1.565,281.894,36.205
1.492,280.611,30.886
1.31,279.645,14.844
1.219,276.855,9.526
1.31,276.051,6.163
1.31,276.841,6.253
1.346,276.094,3.676
1.092,275.417,14.299
1.401,276.346,29.853
1.565,272.706,18.606
1.619,272.032,12.553
1.328,272.143,5.915
1.401,272.852,5.995
1.528,274.516,16.756
1.474,281.129,52.074
1.528,282.451,56.074
1.583,281.455,51.368
1.346,279.934,54.177
1.401,277.928,46.138
1.565,280.76,70.701
1.31,278.569,53.27
1.31,277.738,40.723
1.565,279.42,58.766
1.274,280.912,71.629
1.492,280.501,68.826
1.401,275.692,61.808
1.31,276.333,45.924
1.419,276.842,43.564
1.255,280.949,64.816
1.346,279.809,63.929
1.237,280.42,61.5
1.146,278.022,60.904
1.583,278.751,70.632
1.947,279.798,69.413
1.51,279.382,77.036
1.656,279.827,62.537
1.474,279.423,49.819
1.601,281.856,32.618
1.292,278.797,57.57
1.437,276.985,54.453
1.383,275.634,47.379
1.456,277.35,50.902
1.365,279.026,64.72
1.437,277.611,73.441
1.365,275.785,70.811
1.547,275.34,64.199
1.51,275.458,68.201
1.255,276.535,65.359
1.565,278.12,47.853
1.237,277.432,44.54
1.583,279.418,63.891
1.747,280.031,66.326
1.255,281.021,63.549
1.51,280.719,54.148
1.456,282.778,69.052
1.346,283.316,52.62
1.474,284.52,45.021
1.456,282.484,47.934
1.237,279.331,60.917
1.601,275.347,70.986
1.456,276.357,66.443
1.637,276.262,52.587
1.419,277.727,51.774
1.601,278.37,54.757
1.31,278.467,62.02
1.528,279.222,68.29
1.419,279.24,64.69
1.255,278.635,61.547
1.328,277.746,52.463
1.365,278.567,44.491
1.783,278.571,70.74
1.492,279.672,68.41
1.692,280.395,71.708
1.456,281.517,54.41
1.365,282.339,63.89
1.819,284.028,58.473
1.401,284.093,55.816
1.183,283.146,67.105
1.019,284.042,65.445
1.237,286.456,64.975
1.255,284.973,58.238
1.528,281.923,64.407
1.31,280.426,56.782
1.001,280.783,66.587
1.419,281.935,64.252
1.328,282.882,54.564
1.255,287.462,63.808
1.346,289.39,71.623
1.383,287.987,67.938
1.328,288.745,75.018
1.346,290.022,82.58
1.001,290.992,88.186
1.201,289.427,72.613
1.437,290.421,77.065
1.128,291.462,93.532
1.437,290.364,86.047
1.037,287.427,72.189
0.964,286.615,76.919
1.183,285.172,72.725
1.055,284.249,49.365
1.11,283.111,51.281
1.201,283.55,76.755
1.11,282.363,68.512
1.073,283.4,75.725
1.419,285.65,84.365
1.255,286.958,82.974
1.219,287.492,69.516
1.055,287.372,93.456
1.092,284.834,78.142
1.146,284.175,91.895
1.328,286.057,66.187
1.201,286.942,40.368
0.873,288.542,61.054
1.201,288.437,61.379
1.219,289.33,72.997
1.11,288.069,65.274
1.31,289.129,65.625
1.092,287.793,62.708
1.201,287.209,59.437
1.183,286.688,58.134
1.055,286.323,61.283
1.255,287.163,60.585
1.164,290.5,74.686
1.31,291.522,55.522
1.292,289.144,52.687
0.892,287.064,50.536
1.419,285.054,52.984
1.274,284.553,59.797
1.346,285.522,65.146
1.255,284.989,60.166
0.964,285.644,58.089
1.037,285.874,58.823
1.456,285.793,60.191
1.292,287.449,55.681
1.255,286.725,53.155
1.146,287.028,32.151
1.219,288.03,62.05
1.128,287.202,59.824
1.055,288.91,55.533
1.164,288.446,55.773
1.255,286.925,50.505
1.437,287.673,47.076
1.164,288.698,51.095
1.128,288.102,50.541
1.164,288.422,48.175
1.528,291.574,63.579
1.274,288.908,46.642
1.292,287.54,51.04
1.219,288.024,51.727
1.237,287.522,55.918
0.91,287.479,63.825
1.328,286.314,62.16
1.073,286.233,57.879
1.237,286.491,34.557
1.073,287.626,44.439
1.274,286.707,48.252
0.982,285.41,50.62
1.383,287.692,52.747
0.946,289.248,39.47
1.037,290.873,38.428
1.037,287.633,42.475
1.128,286.671,39.066
1.346,288.158,36.426
1.456,287.578,47.904
1.419,286.48,51.663
1.037,286.9,53.143
1.037,290.102,37.323
1.692,292.766,37.961
1.401,292.852,65.838
1.437,292.129,71.004
1.328,291.631,68.392
0.946,292.596,65.04
1.201,293.98,77.855
1.219,290.262,56.174
0.964,290.15,44.761
1.037,290.678,46.747
1.383,288.719,45.91
0.801,289.88,50.064
0.982,289.426,46.486
1.146,288.637,47.081
1.055,288.687,29.002
1.055,291.145,31.305
1.001,290.192,38.443
1.183,288.755,47.801
0.928,287.466,37.869
1.31,288.653,43.962
1.31,287.694,44.346
1.365,287.216,45.363
1.183,286.584,45.556
0.819,287.234,48.046
0.91,287.148,48.39
1.146,287.3,50.934
1.001,287.855,51.061
1.128,287.76,45.783
1.219,288.241,46.494
0.837,288.305,46.595
1.437,287.893,42.211
1.128,286.076,49.226
1.037,287.264,53.083
1.219,288.342,43.813
1.31,289.354,40.408
1.31,289.997,37.062
1.219,290.009,39.731
1.128,290.091,37.342
1.383,291.897,27.976
1.11,291.872,42.515
1.146,289.513,46.492
1.219,287.295,42.267
1.001,286.25,41.338
0.982,285.404,40.103
1.292,285.359,39.745
1.128,286.312,32.635
0.946,286.732,33.587
1.001,286.758,46.615
1.164,286.374,44.054
1.346,286.388,36.365
1.164,287.885,42.495
1.128,288.14,41.267
1.146,286.465,30.449
1.037,286.703,38.579
1.055,286.526,39.297
1.219,285.789,32.657
1.164,285.013,27.248
0.928,285.305,19.539
1.164,285.252,30.466
1.383,286.441,39.372
0.946,286.118,41.069
1.128,285.304,43.036
1.055,285.695,34.502
1.292,284.903,36.006
1.037,286.317,33.69
1.274,286.688,33.903
0.982,285.515,31.755
1.474,284.377,38.695
1.201,284.189,42.76
1.237,283.938,37.935
1.565,284.488,42.173
1.128,282.945,42.203
1.128,281.219,39.921
1.055,280.048,41.706
1.528,282.478,42.069
1.437,282.511,38.381
1.547,282.263,22.802
1.474,286.776,39.373
1.146,284.012,31.447
1.146,283.502,29.122
1.31,286.716,42.35
1.073,286.435,39.605
1.492,287.317,30.126
1.419,286.682,36.595
1.255,286.055,32.209
1.346,284.709,37.444
1.001,281.896,37.573
1.274,281.816,30.045
1.019,283.334,36.572
1.219,284.81,51.135
1.201,285.37,53.322
1.51,280.502,39.661
1.128,281.383,31.075
1.073,284.298,45.64
1.456,281.899,40.085
1.164,282.805,42.794
1.437,283.591,46.034
1.51,278.848,36.731
1.255,275.98,27.838
1.11,274.639,33.48
1.456,276.598,20.852
1.365,276.347,26.448
1.419,277.946,29.25
1.328,280.204,39.496
1.565,281.34,21.336
1.456,282.237,19.303
1.201,281.53,13.521
1.365,280.955,6.678
1.274,281.247,29.234
1.019,282.493,47.915
1.346,279.971,51.493
1.237,279.522,45.182
1.474,280.339,44.945
1.437,279.613,29.231
1.437,281.648,28.782
1.328,283.828,40.371
1.401,284.595,43.642
1.274,281.135,34.526
1.401,280.159,25.958
1.328,281.272,36.659
1.073,282.166,36.39
1.583,282.516,48.32
1.055,279.259,52.376
1.474,275.637,43.399
1.437,276.654,42.186
1.547,276.765,35.111
1.601,276.263,25.159
1.692,281.187,25.884
1.146,280.532,33.705
1.474,274.155,13.806
1.51,273.855,7.885
1.456,273.19,12.073
1.747,273.479,19.319
1.71,274.816,29.016
1.528,273.224,17.066
2.02,277.459,37.56
1.71,276.286,27.026
1.474,275.42,14.763
1.456,272.927,15.007
1.892,277.691,19.309
2.129,275.37,23.769
1.728,274.93,18.862
1.692,273.981,11.14
1.637,276.706,21.485
2.22,278.396,33.365
2.129,276.105,17.949
1.692,274.755,6.927
1.747,277.521,16.403
1.983,277.301,23.346
1.892,281.998,35.282
1.783,278.552,30.594
1.983,282.874,42.566
2.129,282.906,46.731
1.929,283.023,31.072
1.619,280.63,23.827
2.274,278.674,18.714
2.038,278.324,24.393
1.983,274.844,29.622
1.892,273.991,25.215
2.147,274.263,26.903
1.965,273.084,21.126
2.056,271.943,8.983
2.165,270.101,
1.489,279.849,9.407
1.769,276.33,22.539
1.839,275.805,22.873
1.945,279.251,16.937
1.436,279.254,35.907
1.612,277.256,26.706
1.822,279.919,43.138
1.507,280.766,43.02
1.717,278.625,45.1
1.787,282.522,48.081
1.892,279.838,26.633
1.331,277.56,31.101
1.542,282.31,51.413
1.577,281.125,46.009
1.349,282.36,47.86
1.542,278.179,29.003
1.629,279.93,27.03
1.559,282.804,42.986
1.787,284.541,48.776
1.664,285.405,46.293
1.366,283.439,47.323
1.542,278.172,34.464
1.524,283.315,33.827
1.121,281.368,40.146
1.191,281.11,45.998
1.349,281.255,51.422
1.296,281.136,46.019
1.296,278.597,17.792
1.139,280.564,26.465
1.436,277.819,40.955
1.331,278.95,56.847
1.664,277.195,50.222
1.717,276.404,45.584
1.542,278.68,58.187
1.489,279.14,46.526
1.594,282.475,55.267
1.577,279.692,45.265
1.349,280.759,22.27
1.384,280.689,21.405
1.296,280.087,13.619
1.472,279.011,10.87
1.436,278.759,8.168
1.524,278.909,4.027
1.226,276.774,6.081
1.489,276.946,30.808
1.401,277.436,37.294
1.594,274.696,36.77
1.629,275.158,19.317
1.349,275.174,14.649
1.577,275.633,19.858
1.384,276.55,9.883
1.401,280.969,38.496
1.401,283.377,55.768
1.366,281.735,42.879
1.244,282.02,51.489
1.577,278.757,40.579
1.454,282.018,64.316
1.366,279.26,48.317
1.454,279.008,25.102
1.594,279.666,38.988
1.612,281.767,70.51
1.314,282.041,66.193
1.542,277.327,57.672
1.664,277.033,55.708
1.314,277.606,44.44
1.612,281.69,49.157
1.401,280.492,57.523
1.384,280.734,54.772
1.384,280.08,57.946
1.366,279.633,69.545
1.647,281.152,65.37
1.734,280.534,73.55
1.401,280.478,57.289
1.366,280.956,44.566
1.314,282.582,29.679
1.507,279.947,53.692
1.472,277.663,67.086
1.226,277.13,57.409
1.507,277.838,57.9
1.139,278.638,49.178
1.507,278.029,72.352
1.296,276.204,72.459
1.366,274.569,55.463
1.174,275.029,63.788
1.454,276.247,67.773
1.559,277.848,43.293
1.261,278.601,41.948
1.804,279.623,52.183
1.472,280.739,66.572
1.419,282.21,64.17
1.261,281.24,45.104
1.209,283.056,59.251
1.244,283.356,56.363
1.349,283.554,43.508
1.401,284.146,35.198
1.454,279.721,62.279
1.139,275.847,67.533
1.542,276.835,56.489
1.401,277.527,47.876
1.559,278.81,47.448
1.349,279.574,45.823
1.612,280.218,59.63
1.349,280.821,68.11
1.507,280.177,57.178
1.156,279.551,64.819
1.524,279.465,53.972
1.384,279.377,60.531
1.472,279.402,79.968
1.472,280.902,66.337
1.121,281.241,65.408
1.314,282.985,52.247
1.156,283.164,66.58
1.436,283.972,64.201
1.139,283.541,42.916
1.436,283.236,56.387
1.436,284.929,60.731
1.209,287.39,67.583
1.314,287.424,63.547
1.366,283.938,63.027
1.542,281.994,58.705
1.454,282.411,65.902
1.419,282.642,66.637
1.349,283.671,50.616
1.156,286.47,58.336
0.981,288.601,67.106
1.104,287.965,78.585
1.156,288.083,78.37
1.139,289.256,79.403
1.419,289.881,87.565
1.191,290.68,76.863
1.384,290.663,86.687
1.174,290.231,92.322
1.279,289.241,90.882
1.086,287.406,86.024
1.191,286.834,89.106
1.226,285.817,84.821
1.279,284.18,58.074
1.454,283.058,62.995
1.419,283.559,79.139
1.209,282.592,78.508
1.331,283.166,80.811
1.139,285.264,87.407
1.384,287.463,78.401
1.366,288.319,79.419
1.139,288.109,98.835
1.314,285.744,72.821
1.139,285.392,91.793
1.209,287.442,61.424
1.104,289.272,52.274
1.069,288.064,59.441
1.069,288.576,76.207
0.858,288.349,72.101
0.893,286.757,80.276
1.016,288.495,76.295
1.244,288.043,72.239
1.226,288.718,52.122
1.121,288.51,57.562
1.034,287.238,61.582
1.226,288.016,75.058
1.244,290.057,83.844
1.226,291.224,80.068
1.331,289.963,51.376
1.156,287.682,49.96
1.069,285.235,57.593
1.016,285.163,54.946
1.051,285.781,57.908
1.086,285.401,56.747
1.121,285.814,60.423
1.156,287.754,63.375
1.296,287.69,62.21
1.174,289.376,60.819
1.244,288.077,48.023
0.946,288.915,36.671
1.261,290.437,58.031
1.279,288.54,61.954
1.121,289.034,66.209
1.069,290.156,55.818
1.121,288.872,52.501
1.226,289.959,48.492
1.244,290.922,54.08
0.981,289.517,50.013
1.121,289.579,50.456
1.349,292.209,70.202
1.104,289.475,48.227
1.174,289.708,46.953
1.174,289.043,50.534
0.893,289.971,59.83
1.244,288.54,59.154
1.051,287.603,60.257
1.139,287.996,55.474
1.069,287.124,34.976
1.209,289.65,45.953
0.964,288.449,46.985
1.086,286.814,49.906
1.034,288.33,46.947
1.086,290.796,43.85
0.911,292.574,40.445
1.016,289.471,41.721
0.981,287.268,33.749
1.209,289.203,32.605
1.174,289.289,45.349
0.999,287.787,49.275
1.366,287.851,49.042
1.034,290.542,37.349
0.981,292.248,40.72
1.156,291.962,69.276
1.051,293.536,76.028
1.086,293.287,66.54
1.191,293.755,72.032
1.139,293.675,80.661
1.209,292.249,59.334
1.051,292.702,54.533
1.559,293.881,76.374
0.999,291.477,54.886
0.858,290.482,46.257
1.016,290.437,44.862
1.016,289.712,43.2
0.964,289.435,29.039
1.034,292.741,32.387
1.331,291.103,38.381
0.911,289.112,46.709
0.999,288.523,41.963
1.244,290.415,45.669
1.104,289.406,41.574
1.296,289.023,49.123
1.104,287.785,45.46
1.366,288.408,47.613
0.911,288.742,43.702
0.928,289.478,55.298
1.104,289.89,56.346
1.261,289.544,46.303
0.911,289.588,41.614
1.156,289.611,46.869
0.771,289.262,41.938
1.104,287.881,46.2
0.858,288.4,53.398
1.139,289.098,46.001
1.104,290.506,36.183
0.999,291.264,32.989
1.069,291.378,35.952
1.436,291.343,33.281
0.999,291.79,24.999
0.999,291.912,46.825
1.349,291.742,53.271
1.051,289.283,43.819
1.174,288.585,43.057
1.121,287.491,43.735
0.946,286.927,44.159
1.156,287.564,36.693
0.981,287.926,43.204
0.893,287.487,38.179
1.034,287.534,35.996
1.296,289.231,37.424
1.121,288.977,35.767
1.209,290.158,36.909
1.016,286.978,22.269
1.314,286.88,30.088
0.964,286.882,52.725
1.034,286.614,44.153
