mortality_rate,T2M,PM10
1.025,289.153,9.417
1.218,289.375,10.541
1.102,288.81,7.248
1.296,288.816,5.246
1.238,289.905,4.789
1.412,288.959,7.569
1.547,287.264,6.393
1.218,287.978,6.938
1.296,288.502,6.468
1.296,287.818,3.182
1.141,286.56,7.82
1.122,289.264,12.364
1.354,291.138,15.138
1.47,290.533,12.901
1.779,290.907,15.977
1.605,290.582,11.11
1.334,290.197,11.193
0.986,288.793,11.802
1.451,288.921,19.192
1.199,288.129,12.867
1.276,288.782,9.633
1.431,289.43,13.197
1.334,289.295,9.603
1.354,289.708,10.373
1.199,288.501,8.783
1.257,287.62,10.263
1.257,289.407,12.839
1.702,290.678,12.219
1.238,290.977,14.7
1.199,289.54,12.507
1.102,289.575,11.305
1.006,289.135,12.57
1.083,287.964,9.133
1.141,288.491,20.701
1.083,288.713,27.616
1.199,288.795,17.94
1.141,287.086,14.632
1.218,288.351,11.159
1.412,285.989,6.391
1.064,284.551,6.915
1.528,287.714,5.336
1.238,288.973,8.02
1.16,288.749,8.381
1.064,288.785,11.24
1.354,289.264,9.031
1.083,286.745,4.496
1.509,285.841,5.031
0.986,283.588,7.422
1.702,283.555,13.275
1.18,285.235,12.643
1.296,285.992,14.777
1.451,287.016,16.057
1.296,287.265,12.492
1.528,287.238,20.511
1.218,286.982,25.412
1.122,286.323,12.655
1.354,285.414,22.637
1.373,285.678,23.519
1.567,286.04,27.688
1.818,286.697,29.071
1.296,286.961,12.549
1.528,287.082,16.128
1.489,285.91,25.106
1.141,287.855,21.904
1.257,287.983,21.299
1.16,287.319,24.716
1.509,287.331,22.658
1.489,287.449,6.098
1.625,284.266,6.661
1.412,282.661,11.08
1.296,281.756,18.58
1.586,282.977,15.604
1.683,282.72,16.462
1.644,283.953,19.652
1.721,282.448,21.511
1.547,282.005,19.466
1.489,283.442,25.054
1.276,283.521,27.699
1.489,286.499,16.024
2.108,286.751,7.941
1.431,283.44,7.675
1.702,284.128,6.627
1.334,285.855,8.648
1.412,285.994,7.597
1.586,285,10.307
1.18,285.09,13.958
1.373,283.332,21.777
1.683,283.75,18.791
1.334,282.899,9.349
1.47,284.81,6.983
1.315,283.908,7.578
1.218,282.271,8.064
1.489,284.493,6.704
1.393,283.869,6.046
1.489,277.895,12.95
1.547,282.555,6.486
1.315,281.25,6.997
1.276,277.858,16.705
1.296,278.647,19.835
1.373,281.228,12.266
1.122,281.434,3.473
1.683,280.887,3.228
1.567,280.986,5.698
1.489,281.554,9.827
1.76,281.046,8.35
1.47,276.831,11.149
1.218,279.571,10.696
1.741,282.193,7.956
1.47,283.219,8.51
1.509,282.981,8.041
1.354,283.202,6.342
1.509,281.558,6.901
1.509,284.906,5.183
1.721,281.867,8.136
1.373,283.443,8.852
1.547,282.087,4.529
1.702,284.239,6.414
1.586,284.719,8.313
1.509,285.978,5.358
1.586,281.57,8.342
1.47,282.183,8.298
1.334,281.475,9.912
1.741,279.989,3.835
1.393,277.975,11.383
1.625,277.974,17.944
1.509,278.234,19.522
1.489,278.002,19.246
1.586,276.39,17.175
1.334,275.775,15.625
1.431,275.711,21.652
1.625,275.777,23.02
1.953,276.643,25.766
1.973,276.713,24.322
1.683,277.34,23.272
1.528,279.582,15.581
1.393,278.447,13.599
1.76,282.388,19.674
1.625,280.842,5.542
1.837,281.347,9.36
1.818,283.934,6.332
2.147,283.644,6.354
1.702,280.675,8.946
1.992,280.134,8.722
1.741,281.193,8.983
1.985,280.178,6.052
1.985,276.42,13.791
1.79,273.548,17.189
2.141,276.247,14.477
2.141,277.5,7.65
2.218,276.667,7.863
2.608,276.956,5.719
2.335,278.325,6.33
2.141,276.267,6.559
1.401,279.772,4.033
2.413,275.256,8.277
1.868,274.432,7.249
2.802,281.206,8.518
2.024,279.236,5.49
2.335,278.748,6.012
2.296,276.591,9.089
1.751,277.878,7.284
2.141,281.049,6.528
1.713,278.454,5.6
1.946,278.763,3.428
1.713,276.761,3.249
1.635,274.518,5.639
1.829,282.704,10.342
1.946,277.504,6.689
1.829,281.873,8.882
1.674,281.171,6.995
2.141,281.347,7.276
1.868,279.522,12.827
1.207,280.987,9.998
1.284,276.603,6.219
1.985,276.273,8.015
1.946,275.048,8.821
1.362,273.528,6.702
1.518,278.016,10.245
2.024,277.116,5.375
1.79,279.269,5.02
1.207,277.12,6.032
1.985,281.498,12.117
1.674,281.667,15.76
2.024,280.558,21.97
1.946,277.937,25.668
1.245,276.61,28.796
1.518,277.037,30.1
1.518,275.21,30.992
1.596,276.33,19.106
1.44,275.651,11.913
1.751,272.895,20.522
1.518,273.346,27.512
1.596,273.919,33.35
1.557,273.167,44.027
1.907,274.808,36.853
1.635,280.688,7.522
2.024,280.751,8.839
1.557,281.054,8.357
1.596,279.719,8.048
1.985,278.655,6.529
1.401,279.621,8.331
1.713,278.486,7.802
1.557,278.609,8.771
1.751,279.376,8.027
1.713,279.466,7.438
1.284,278.987,8.492
1.79,274.655,5.241
1.868,275.036,6.491
1.596,277.444,8.212
1.479,281.16,7.968
2.257,278.535,8.428
1.207,279.635,6.584
1.09,277.221,4.303
1.635,277.377,7.118
1.907,277.882,6.807
1.674,278.296,7.282
1.674,278.531,5.176
1.323,279.163,5.165
1.79,278.795,9.051
1.635,278.096,7.553
1.284,276.093,7.899
1.985,276.255,6.295
1.674,277.109,6.024
1.518,278.801,6.733
2.102,275.956,8.947
1.401,274.9,7.636
1.829,274.661,4.742
1.245,273.608,5.437
1.829,274.765,8.064
1.751,275.35,11.501
2.218,277.38,8.282
1.751,278.002,6.436
1.674,279.457,8.014
1.362,279.825,6.119
1.907,280.161,10.341
2.141,281.171,6.763
1.518,282.214,6.915
1.868,283.276,9.753
1.635,281.287,9.179
1.596,277.099,6.704
1.829,274.344,7.81
1.713,276.238,7.509
2.102,276.446,6.461
1.674,277.484,5.234
1.635,277.629,7.146
1.635,277.676,10.073
1.751,277.804,10.436
1.596,278.013,9.441
2.024,277.08,6.702
1.012,277.098,7.317
1.44,277.714,9.154
1.635,277.721,8.157
1.518,279.391,12.27
1.401,279.545,12.734
1.323,280.006,13.634
1.284,280.533,16.866
1.946,281.691,20.549
1.557,281.697,20.525
1.401,281.338,11.106
1.713,282.448,7.656
1.79,284.936,9.909
1.751,283.451,10.533
1.674,281.337,7.983
1.751,280.079,10.544
1.635,281.498,9.212
1.323,281.127,6.991
1.713,282.086,5.603
1.674,285.822,14.833
1.09,287.572,16.573
1.557,286.76,15.309
1.751,286.757,21.893
1.323,286.925,25.174
1.323,286.922,24.579
1.168,288.649,27.522
1.284,289.408,32.489
1.245,288.379,33.352
1.557,286.239,16.889
1.362,283.367,7.872
1.245,282.375,9.135
1.596,283.043,7.024
1.635,283.204,8.32
1.362,281.703,7.668
1.518,281.456,7.379
1.635,281.163,8.39
1.168,281.973,11.893
1.751,283.133,13.216
1.284,285.118,16.669
1.907,285.898,19.48
1.479,284.464,9.68
1.362,285.722,12.262
1.479,285.209,10.038
1.479,284.776,10.475
1.245,286.426,16.93
1.44,288.252,13.792
1.323,286.721,11.693
1.674,288.313,13.51
1.596,285.655,11.809
1.596,288.122,21.649
1.868,286.285,12.979
1.051,287.497,10.388
0.817,287.525,18.738
1.168,285.964,17.187
1.207,287.384,12.738
1.596,289.596,8.881
0.934,290.247,10.794
1.051,287.339,5.472
1.168,285.164,4.18
1.245,283.853,6.772
1.44,283.779,8.127
1.44,283.667,5.318
1.129,283.512,5.854
1.79,284.461,8.191
1.479,285.004,8.091
1.596,285.531,5.352
1.635,285.947,3.403
1.129,285.027,4.971
1.245,284.364,6.759
1.751,286.306,4.358
1.362,285.621,4.061
0.778,285.637,10.323
1.168,286.939,8.437
1.323,285.833,5.509
1.596,286.393,4.798
1.596,287.436,9.285
1.168,286.763,5.8
1.168,287.434,5.936
1.479,291.017,13.5
1.596,289.147,9.657
1.051,287.494,11.848
1.207,287.784,6.171
1.596,287.072,12.366
1.401,287.024,9.496
1.518,286.073,6.48
1.362,285.279,6.58
0.973,286.673,7.932
1.362,287.294,5.796
1.323,285.238,4.608
1.323,284.869,4.684
1.401,286.939,5.933
1.129,288.897,8.594
1.635,289.106,7.015
1.79,286.628,7.498
1.907,285.716,3.173
1.207,286.778,4.656
1.323,286.412,3.873
1.323,285.448,4.389
1.362,286.533,6.622
1.012,289.764,7.7
1.479,291.334,10.665
1.401,289.642,14.758
1.362,291.666,22.779
1.207,291.349,23.926
1.751,291.626,19.646
1.207,291.977,20.376
1.207,290.934,13.705
1.362,289.686,11.15
1.401,291.114,19.208
1.323,289.083,7.386
1.09,288.02,5.705
1.362,287.446,3.953
1.362,288.035,3.971
1.207,288.315,6.743
1.168,289.908,6.93
0.973,288.889,5.033
1.245,286.808,6.818
1.44,286.618,6.605
1.284,287.686,4.406
1.284,287.242,5.228
1.207,286.463,7.604
1.44,285.638,3.779
0.934,286.247,5.817
1.596,286.878,6.355
1.479,287.645,11.227
1.09,287.264,4.95
1.829,286.418,8.848
1.323,287.723,7.57
0.934,287.116,8.137
1.245,287.005,6.208
1.362,285.181,3.436
1.518,286.579,5.243
1.284,287.444,6.281
1.284,288.214,8.628
1.518,288.528,6.037
1.635,289.141,6.075
1.245,289.475,6.886
0.856,290.274,8.545
1.635,291.095,19.091
1.129,289.88,21.796
1.401,286.474,6.629
1.985,284.862,5.439
1.129,284.243,3.222
1.012,284.166,3.647
1.907,283.828,6.231
1.207,285.795,5.922
1.751,286.257,6.339
1.479,286.173,8.273
1.051,285.308,10.439
1.129,287.104,8.837
1.44,288.497,10.278
1.245,287.007,5.72
1.751,287.43,7.273
1.44,286.203,12.52
1.674,285.045,15.32
1.674,284.354,15.017
1.635,284.996,18.486
1.207,285.362,25.106
1.362,286.658,8.014
0.973,286.796,6.924
1.168,286.805,16.043
1.051,285.141,8.428
1.518,284.196,8.744
1.129,285.682,9.359
1.09,286.056,18.167
1.362,284.615,22.78
1.401,285.552,21.584
1.44,282.36,7.315
1.518,283.149,6.161
1.596,282.564,4.831
1.284,281.812,3.134
1.051,280.476,5.329
1.323,279.259,6.364
1.596,281.208,4.405
1.985,280.527,6.858
1.518,282.113,11.66
1.674,285.982,6.484
1.129,284.137,5.791
1.44,284.119,10.491
1.362,286.61,7.412
1.713,285.82,5.637
1.401,284.321,11.576
1.245,285.565,11.459
1.09,283.416,5.845
1.751,281.707,5.18
1.245,280.948,5.089
1.907,281.383,5.249
1.401,282.66,4.471
1.596,284.125,7.412
1.09,284.19,6.495
1.79,279.915,4.771
1.284,280.954,5.851
1.362,284.262,6.299
1.868,281.334,6.774
1.479,282.927,6.399
1.401,281.494,4.355
0.739,278.501,6.034
1.284,274.88,7.876
1.946,275.851,10.927
1.829,276.408,11.561
1.713,277.151,6.28
1.868,278.248,8.308
1.946,279.04,7.644
1.985,280.431,13.697
1.713,281.109,13.798
1.635,280.682,15.207
1.751,281.226,20.058
1.284,280.954,14.712
1.012,281.55,7.109
1.713,277.95,6.129
1.401,279.094,5.584
1.674,280.081,5.254
1.284,279.395,6.257
1.479,281.927,4.592
1.323,283.971,5.107
1.207,282.288,5.77
1.557,278.521,5.965
1.713,279.115,7.497
1.401,280.691,6.112
1.596,282.032,8.163
1.985,280.476,8.253
1.557,276.359,6.985
1.596,272.859,6.512
1.557,275.742,6.289
1.245,276.591,6.585
1.168,276.863,6.184
1.284,281.597,4.69
1.946,279.373,5.648
1.829,275.245,9.114
1.674,274.173,12.102
1.596,271.206,15.608
1.907,273.314,7.696
1.518,273.488,5.976
1.44,273.178,6.158
1.985,275.307,5.614
2.141,275.275,7.027
1.362,273.331,8.336
1.674,273.338,10.242
2.024,277.611,8.42
1.713,274.707,6.385
2.141,275.656,9.999
2.296,274.449,11.215
2.374,275.735,10.232
2.024,277.552,2.701
2.569,275.914,7.782
2.063,274.871,9.785
1.868,278.519,6.596
1.79,277.466,7.604
2.141,280.743,7.966
2.063,277.917,7.165
2.18,278.292,7.594
2.452,282.669,7.166
1.946,280.908,7.822
1.596,279.162,8.966
2.141,278.181,9.891
2.18,278.04,11.025
2.686,276.099,11.864
1.946,274.153,12.946
2.841,275.43,12.035
2.063,274.814,23.488
2.257,273.016,32.69
2.063,271.444,
1.954,280.53,10.774
2.256,276.449,17.46
1.954,273.572,18.303
2.012,276.68,16.727
1.753,277.776,10.214
1.868,276.825,10.927
1.739,277.785,8.364
1.998,279.368,7.436
1.911,276.931,10.155
2.156,280.25,6.714
2.271,275.507,10.491
1.796,276.172,7.85
2.012,281.536,8.978
1.739,279.372,6.119
2.113,279.836,6.185
2.069,277.041,8.698
1.724,279.046,8.725
1.782,282.01,9.861
1.437,280.601,6.704
1.624,282.067,3.933
1.897,280.281,3.604
1.753,276.685,7.013
1.667,282.934,16.705
1.437,278.274,10.766
1.667,281.647,12.096
1.523,281.185,10.767
1.451,281.079,9.413
1.495,279.293,16.558
1.825,281.026,13.455
1.423,277.214,9.18
1.336,277.123,11.008
1.724,275.49,11.994
1.71,275.395,8.509
1.595,278.553,11.05
1.624,277.306,6.57
1.782,280.377,6.178
1.71,278.001,7.624
1.782,282.133,13.196
1.71,281.386,18.521
1.566,280.52,24.384
1.308,277.916,30.855
1.796,276.806,33.058
1.667,277.171,37.287
1.509,276.293,35.887
1.437,276.086,24.878
1.437,276.043,15.313
1.552,273.033,24.333
1.883,273.327,33.447
1.739,273.163,44.445
1.423,273.122,56.593
1.667,275.046,42.187
1.969,281.12,10.22
1.61,281.626,10.257
1.466,281.322,10.443
1.451,279.618,10.012
1.437,278.584,10.022
2.113,280.054,10.392
1.71,278.541,10.717
1.566,278.245,11.369
1.739,279.684,9.263
1.897,280.192,10.653
1.883,279.42,11.644
1.638,275.01,7.778
1.566,276.019,8.758
1.495,277.552,10.217
1.638,280.949,9.365
1.739,279.038,9.722
1.983,280.046,8.991
1.739,277.407,7.106
1.552,278.214,6.967
1.667,278.673,10.552
1.48,278.843,11.389
1.552,279.226,6.98
1.495,279.124,8.773
1.681,280.325,14.261
1.437,278.592,7.02
1.811,276.457,10.084
1.768,276.056,10.857
1.595,277.372,8.805
1.681,279.143,8.749
1.509,277.045,9.06
1.48,275.703,7.615
1.595,275.602,5.828
1.825,274.988,7.555
1.926,275.931,8.739
1.739,277.03,11.689
1.825,277.391,9.108
1.408,278.962,6.891
1.523,279.721,9.432
1.552,280.265,7.503
1.782,280.237,13.096
1.94,281.864,9.277
1.696,282.387,9.043
1.696,283.475,10.684
1.811,281.566,11.413
1.739,278.26,6.785
1.667,274.899,7.644
1.983,276.471,8.463
2.069,276.396,10.977
1.509,277.606,8.721
1.868,278.046,9.257
1.825,277.699,9.376
1.839,278.29,8.485
1.71,278.668,9.414
1.552,278.115,8.381
1.61,277.412,9.191
1.408,278.244,13.944
1.509,278.176,9.288
1.696,279.492,13.1
1.437,280.205,14.687
1.365,280.663,15.528
1.638,281.577,19.123
1.466,283.233,24.713
1.696,283.015,19.896
1.265,282.387,10.692
1.724,282.998,10.446
1.581,285.195,14.412
1.107,283.615,11.25
1.552,281.195,8.402
1.753,280.436,9.993
1.48,281.16,9.291
1.308,281.415,7.027
1.451,282.388,7.158
1.509,286.859,14.192
1.61,288.282,15.611
1.509,286.786,15.995
1.437,288.044,22.149
1.423,288.732,25.356
1.38,289.361,26.329
1.466,289.082,23.992
1.552,289.631,29.709
1.581,289.923,29.024
1.653,288.664,22.381
1.566,285.625,10.739
1.293,284.63,12.864
1.351,284.422,12.792
1.365,284.065,12.682
1.25,282.897,10.92
1.236,282.694,8.938
1.451,281.987,11.889
1.566,283.016,14.006
1.25,284.895,18.176
1.451,286.535,23.755
1.293,286.993,28.176
1.48,286.085,14.065
1.48,285.735,12.657
1.336,285.143,11.76
1.351,284.909,10.226
1.48,286.287,15.42
1.451,287.996,14.572
1.38,287.523,14.247
1.437,288.754,17.025
1.207,287.208,12.043
1.394,288.595,21.558
1.523,286.992,13.435
1.509,286.886,10.121
1.408,286.922,15.538
1.423,285.805,9.009
1.178,286.901,9.206
1.092,288.9,11.913
1.02,290.044,14.527
1.336,287.471,7.159
1.25,285.858,6.159
1.308,284.498,7.347
1.48,284.116,8.338
1.121,284.676,6.653
1.451,284.232,6.857
1.408,284.854,8.555
1.667,285.26,8.953
1.365,285.424,5.627
1.408,286.289,4.698
1.107,285.37,6.581
1.121,285.358,9.305
1.365,286.743,5.847
1.236,285.814,7.033
1.336,287.155,14.717
1.653,287.6,9.22
1.164,286.148,6.655
1.408,286.608,6.818
1.308,287.676,11.241
1.279,287.102,7.361
1.394,287.628,7.898
1.423,290.69,14.017
1.566,288.656,9.027
1.408,287.101,8.636
1.322,287.695,7.83
1.365,287.251,9.6
1.222,287.176,6.293
1.451,285.98,7.979
1.164,285.685,7.261
1.279,286.517,6.747
1.293,287.182,8.225
1.322,286.024,5.361
1.365,284.98,5.478
1.236,287.082,6.416
1.667,288.75,9.603
1.006,289.376,8.633
1.308,286.578,8.211
1.006,286.002,4.596
1.48,287.285,6.165
1.178,286.656,5.793
1.193,285.781,6.293
1.222,286.344,6.844
1.437,289.42,10.679
1.38,291.737,13.163
1.638,291.835,17.985
1.423,291.989,22.694
1.538,290.617,19.954
1.336,291.156,19.352
1.437,292.998,22.948
1.279,290.477,11.003
1.523,289.512,10.656
1.394,290.645,13.343
1.48,288.431,7.088
1.437,288.644,6.778
1.222,288.094,5.63
1.451,288.094,4.154
1.135,288.229,6.998
1.437,290.145,8.471
1.25,289.211,6.945
1.15,287.75,6.917
1.222,287.285,6.39
1.423,288.076,5.645
1.336,287.178,6.701
1.279,286.691,6.376
1.365,286.524,4.724
1.164,286.899,5.586
0.905,286.981,7.353
1.25,287.333,8.833
1.308,287.351,5.822
1.308,287.134,6.939
1.265,287.87,5.314
1.222,287.538,8.74
1.15,287.269,7.14
1.15,285.498,5.944
1.25,286.854,6.218
1.222,287.756,7.08
1.394,288.64,10.606
1.279,289.112,9.78
1.365,289.218,10.165
1.092,289.371,10.293
1.365,290.991,12.045
1.308,291.389,19.699
1.15,289.056,18.231
1.408,286.586,6.945
1.107,285.22,5.852
0.92,284.708,4.24
1.322,284.72,4.565
1.308,285.08,5.845
1.25,286.164,5.633
1.408,286.484,6.04
1.437,286.311,9.383
1.15,285.787,9.669
1.423,287.383,9.864
1.222,287.939,8.603
1.135,286.782,6.511
1.15,286.96,8.006
1.049,286.422,16.132
1.193,285.191,18.402
1.437,284.688,19.055
1.308,285.371,28.693
1.193,285.373,30.619
1.451,286.521,11.97
1.351,286.356,11.637
1.265,286.023,24.629
1.207,285.521,14.405
1.423,284.336,9.843
1.38,285.901,11.723
1.25,286.266,19.515
1.408,285.063,27.147
1.466,284.839,26.519
0.92,283.189,10.579
1.48,283.642,7.825
1.107,283.73,5.713
1.509,282.268,5.173
1.351,280.935,6.289
1.107,279.759,7.54
1.451,282.346,5.822
1.408,281.55,6.353
1.38,282.427,13.762
1.624,286.279,5.767
1.566,284.002,8.49
1.308,284.092,11.865
1.38,286.958,10.422
1.351,286.195,8.195
1.322,286.013,17.322
1.437,285.951,13.321
1.135,284.775,7.247
1.265,283.161,5.039
1.408,281.473,7.225
1.394,281.985,8.066
1.222,283.152,5.705
1.336,284.671,8.057
1.25,284.628,8.553
1.38,280.291,7.34
1.538,281.448,7.538
1.336,284.372,7.615
1.394,281.649,9.673
1.25,283.2,8.131
1.365,282.365,5.945
1.336,278.728,8.098
1.595,275.72,9.319
1.394,275.544,11.461
1.351,276.664,12.617
1.38,277.047,7.243
1.595,278.058,8.552
1.48,279.253,8.124
1.667,280.616,16.401
1.839,281.702,17.063
1.739,281.12,18.933
1.394,281.018,26.923
1.38,281.199,13.759
1.61,282.131,6.889
1.581,278.885,7.307
1.538,279.498,7.869
1.796,280.325,8.728
1.38,279.82,9.197
1.495,282.164,6.574
1.423,283.847,7.557
1.638,283.377,7.108
1.552,279.592,7.929
1.696,280.137,10.262
1.667,281.3,8.409
1.624,282.214,11.516
1.638,281.486,11.418
1.768,278.091,9.418
1.796,274.677,7.515
1.523,277.029,8.455
1.796,276.987,8.07
1.954,276.99,7.883
1.667,281.639,7.163
1.48,279.847,8.319
1.724,274.626,11.754
1.71,274.076,16.053
1.681,271.872,18.126
1.897,273.243,9.923
1.509,274.739,8.486
2.113,273.506,9.21
1.926,276.838,6.572
1.998,276.21,7.463
2.213,275.053,10.546
1.768,274.426,13.873
1.868,278.031,10.005
1.911,275.572,9.218
1.911,275.704,10.6
1.681,274.111,15.193
2.17,276.993,11.587
2.371,277.96,4.576
1.782,275.828,8.854
2.184,275.494,17.039
2.17,278.961,8.043
2.17,277.987,10.123
2.544,281.316,10.236
2.113,278.638,10.496
2.041,280.901,8.32
1.94,282.879,8.379
2.17,282.112,8.837
2.227,279.586,11.927
2.17,278.502,16.083
2.141,278.275,14.884
2.199,275.559,12.917
2.156,274.127,13.834
2.256,274.92,15.676
2.4,273.938,26.064
2.199,272.215,33.913
2.285,270.527,
1.712,280.031,13.093
1.731,276.243,17.875
2.077,273.809,19.244
1.789,276.888,18.931
1.674,277.657,9.179
1.674,276.53,11.683
2.001,277.769,7.893
2.077,279.068,8.619
1.77,276.569,7.956
1.866,280.685,6.903
1.789,275.32,10.698
2.039,275.699,9.475
1.693,281.564,9.861
1.981,279.511,6.797
1.943,279.744,7.074
1.674,277.34,9.26
1.539,278.574,10.072
1.75,281.767,9.075
1.52,279.766,7.677
1.693,281.491,4.714
1.577,279.388,3.881
1.712,275.612,9.431
1.616,283.024,18.096
1.52,278.375,10.129
1.77,281.806,13.411
1.346,281.638,11.414
1.481,281.426,10.999
1.674,279.359,19.938
1.75,281.205,17.397
1.674,277.065,8.984
1.635,276.926,9.559
1.75,275.693,9.348
1.462,274.786,8.884
1.327,278.105,11.723
1.635,277.371,7.958
1.385,280.512,6.92
1.789,277.788,7.784
1.443,281.79,16.022
1.404,281.388,20.693
1.597,279.821,24.078
1.443,277.1,31.999
1.597,276.106,34.107
1.481,276.949,36.848
1.289,274.588,33.945
1.635,276.487,22.128
1.5,276.008,15.119
1.289,272.581,22.238
1.443,272.971,32.937
1.5,273.267,48.08
1.404,272.686,52.03
1.847,274.241,45.577
1.616,280.824,13.398
1.75,281.648,9.854
1.481,281.36,12.189
1.52,279.998,10.824
1.462,278.636,13.335
1.75,280.276,9.318
1.75,278.85,10.892
1.616,278.491,15.863
1.962,279.588,10.499
1.539,280.093,8.679
1.52,279.531,10.692
1.558,275.062,7.293
1.327,275.717,8.769
1.289,277.095,11.109
1.731,281.354,9.338
1.577,279.237,11.217
1.712,280.202,9.196
1.635,277.615,7.96
1.385,277.982,8.077
1.5,278.654,9.137
1.5,278.8,9.414
1.558,279.307,7.792
1.75,279.417,9.983
1.597,279.782,17.637
1.635,278.446,8.082
1.616,276.438,10.573
1.385,276.352,9.145
1.577,277.313,8.524
1.539,278.906,7.422
1.404,276.677,8.413
1.674,275.349,7.964
1.481,275.087,6.706
1.789,274.297,7.24
0.981,275.284,9.468
1.385,276.181,14.303
1.674,277.572,11.775
1.635,278.486,8.002
1.731,279.9,10.064
1.404,280.461,9.295
1.808,280.589,15.75
1.77,281.821,10.601
1.577,282.601,9.619
1.75,283.461,11.518
1.539,281.804,12.288
1.577,277.863,7.471
1.635,274.932,8.02
1.558,276.445,8.313
1.539,276.341,13.565
1.481,277.935,11.626
1.423,278.09,15.805
1.731,278.021,11.547
1.635,278.183,9.357
1.231,278.179,10.626
1.443,277.363,10.153
1.712,276.935,11.336
1.443,277.948,13.623
1.654,278.082,9.011
1.539,279.488,14.283
1.75,279.952,15.842
1.462,280.418,18.004
1.597,281.129,20.503
1.462,282.381,24.132
1.635,282.393,23.952
1.77,281.941,14.158
1.616,283.206,14.375
1.27,285.908,16.762
1.346,284.279,16.859
1.193,281.584,9.627
1.558,280.478,12.758
1.462,281.652,9.805
1.808,281.611,8.271
1.654,282.402,11.532
1.116,286.387,16.51
1.443,288.188,20.141
1.423,287.216,22.101
1.231,287.093,22.611
1.423,287.482,27.388
1.366,287.787,28.733
1.558,289.267,28.875
1.289,289.773,37.471
1.597,289.34,39.369
1.654,287.37,19.469
1.193,284.543,10.092
0.943,283.555,11.666
1.443,283.749,10.465
1.27,283.576,9.73
1.308,282.403,8.954
1.346,282.166,8.882
1.539,281.404,10.596
1.25,282.157,11.576
1.5,283.698,14.764
1.462,285.92,23.969
1.481,286.67,26.873
1.193,285.48,14.381
1.289,286.082,13.091
1.308,285.714,11.777
1.308,284.551,10.608
1.231,287.377,17.234
1.423,288.545,15.082
1.385,287.427,14.197
1.385,288.641,17.416
1.52,286.385,13.5
1.404,288.843,24.471
1.327,286.73,12.554
1.423,287.869,13.606
1.116,288.276,19.296
1.327,286.289,16.436
1.5,287.511,13.099
1.116,289.775,15.207
1.231,290.634,14.161
1.443,287.916,7.312
1.308,285.902,5.883
1.597,284.308,8.148
1.231,284.067,10.241
1.212,284.444,7.679
1.173,283.929,8.229
1.423,284.72,11.729
1.193,285.57,11.546
1.462,285.556,6.741
1.385,286.693,6.613
1.058,285.637,6.585
1.25,285.115,10.547
1.481,287.38,5.901
1.481,286.217,5.779
1.096,286.737,15.457
1.346,287.939,11.754
1.385,286.324,7.903
1.231,286.938,7.245
1.289,288.271,12.039
1.231,287.438,9.217
1.462,288.109,10.311
1.404,291.584,15.899
1.366,289.521,12.27
1.385,288.019,11.012
1.366,288.211,9.515
1.116,287.766,11.599
1.116,287.499,8.277
1.193,286.407,8.645
1.173,285.607,7.703
1.019,286.798,7.647
1.404,287.864,8.692
1.116,286.142,7.297
1.25,285.271,5.37
1.231,287.445,6.846
1.423,289.014,10.67
1.058,289.751,9.241
1.173,286.952,9.185
1.404,285.817,4.974
1.423,287.227,7.737
1.366,286.888,5.962
1.077,285.98,5.172
1.154,286.774,7.664
1.289,289.74,9.749
1.173,291.671,13.069
1.308,290.219,17.561
1.173,292.344,24.604
1.423,291.785,23.552
1.404,291.829,24.895
1.404,292.683,23.851
1.173,291.25,11.975
1,290.215,13.313
1.193,291.352,20.831
1.346,289.281,9.779
1.212,289.051,8.643
1.135,288.439,7.365
1.231,288.236,5.056
0.904,288.404,8.495
1.308,290.824,10.89
1.27,290.176,10.598
1.173,287.693,8.225
0.827,286.953,8.509
1.193,288.407,6.184
1,287.927,8.203
1.019,286.734,8.436
1.077,286.514,5.465
1,286.733,6.766
1.366,287.44,10.955
1.096,287.885,11.805
1.173,287.628,7.003
0.943,287.109,9.01
1.212,288.16,5.962
1.193,287.731,9.271
1.135,287.493,7.963
1.116,285.626,5.166
1.077,287.15,8.058
1.423,287.789,7.62
1.135,288.889,11.127
1.193,289.629,9.402
1.193,289.579,10.159
1,289.723,12.341
1.289,291.001,12.959
1.173,291.447,21.237
1.289,290.179,28.229
1.385,287.131,8.121
1.077,285.774,7.983
1.346,285.084,4.845
1.308,284.781,5.374
1.289,284.64,6.905
1.25,286.82,7.472
1.308,286.677,8.467
1.27,286.637,11.691
1.289,285.732,11.01
1.27,287.525,12.145
1.443,288.895,11.851
0.962,286.911,9.485
1.366,287.174,10.686
1.462,286.338,13.738
1.289,285.45,15.487
1.231,284.892,18.381
1.116,285.147,21.212
1,285.296,24.684
1.096,286.722,17.9
1.346,286.628,15.009
1.404,286.602,25.341
1.173,285.714,14.651
1.135,284.764,9.309
1.135,286.295,13.112
1.289,286.422,18.55
1.27,285.035,25.043
1.25,285.236,26.413
1.27,283.219,12.897
1.27,283.545,8.423
1.423,283.597,6.255
1.404,282.491,4.089
1.154,280.814,6.496
1,279.703,7.538
1.366,281.413,6.733
1.058,280.949,6.827
1.635,282.075,13.481
1.366,286.452,8.211
1.616,284.28,8.448
1.116,283.864,15.525
1.212,287.242,12.185
1.308,286.758,11.549
1.462,285.616,20.201
1.462,286.264,16.76
1.346,284.622,9.733
1.116,283.043,5.997
1.5,281.657,6.352
1.674,281.968,9.271
