@RELATION data

@ATTRIBUTE timestamp DATE "MM/dd/yyyy"
@ATTRIBUTE mortality_rate NUMERIC
@ATTRIBUTE T2M NUMERIC
@ATTRIBUTE PM10 NUMERIC

@DATA
6/19/2007,0.715,291.086,38.741
6/20/2007,1.001,290.533,46.077
6/21/2007,0.897,289.374,33.851
6/22/2007,1.014,287.882,32.946
6/23/2007,0.91,288.332,43.323
6/24/2007,0.676,285.625,28.812
6/25/2007,0.975,286.767,40.496
6/26/2007,0.897,285.937,42.514
6/27/2007,0.741,286.036,20.304
6/28/2007,0.845,286.737,29.949
6/29/2007,0.897,288.328,33.805
6/30/2007,0.845,288.918,12.954
7/1/2007,0.832,289.403,39.329
7/2/2007,0.936,288.431,28.066
7/3/2007,0.741,287.302,33.991
7/4/2007,0.546,287.934,35.123
7/5/2007,0.793,288.369,33.895
7/6/2007,0.663,289.379,45.007
7/7/2007,1.053,288.952,39.999
7/8/2007,0.689,288.441,30.432
7/9/2007,0.962,287.335,28.308
7/10/2007,0.806,288.258,28.164
7/11/2007,0.923,289.012,34.728
7/12/2007,0.806,289.611,18.855
7/13/2007,0.78,291.389,26.063
7/14/2007,0.923,290.67,41.312
7/15/2007,0.871,291.419,30.556
7/16/2007,0.988,291.999,39.886
7/17/2007,0.936,289.458,47.733
7/18/2007,0.793,290.251,41.805
7/19/2007,0.949,290.142,28.682
7/20/2007,0.936,288.926,38.89
7/21/2007,0.767,288.26,38.769
7/22/2007,0.832,288.474,38.071
7/23/2007,0.832,287.994,33.063
7/24/2007,0.858,289.618,51.012
7/25/2007,0.767,289.483,30.881
7/26/2007,0.871,288.654,30.316
7/27/2007,0.897,290.207,32.092
7/28/2007,1.066,290.499,32.501
7/29/2007,1.066,288.165,44.894
7/30/2007,1.027,287.38,33.424
7/31/2007,0.793,288.464,29.798
8/1/2007,0.936,290.446,39.887
8/2/2007,0.858,288.517,24.576
8/3/2007,0.871,291,28.484
8/4/2007,0.845,292.476,42.909
8/5/2007,0.871,294.439,56.607
8/6/2007,0.949,291.132,35.014
8/7/2007,0.702,288.987,35.241
8/8/2007,0.884,289.012,36.673
8/9/2007,0.832,288.841,33.675
8/10/2007,0.676,289.542,41.868
8/11/2007,0.663,291.274,39.066
8/12/2007,0.936,289.637,32.071
8/13/2007,0.793,289.297,31.089
8/14/2007,0.845,289.403,28.943
8/15/2007,0.936,289.674,34.884
8/16/2007,0.962,287.036,31.928
8/17/2007,0.806,287.606,30.908
8/18/2007,0.754,288.735,32.714
8/19/2007,0.91,289.18,23.012
8/20/2007,0.715,287.452,33.874
8/21/2007,0.806,288.925,54.223
8/22/2007,0.676,290.646,65.197
8/23/2007,0.936,290.088,51.348
8/24/2007,0.819,290.708,41.34
8/25/2007,1.014,291.429,21.934
8/26/2007,0.546,289.946,32.258
8/27/2007,0.858,288.497,29.121
8/28/2007,0.845,287.866,25.623
8/29/2007,0.728,287.768,26.887
8/30/2007,0.793,288.791,19.639
8/31/2007,0.702,289.423,21.887
9/1/2007,0.754,290.196,27.158
9/2/2007,0.949,290.083,25.742
9/3/2007,0.884,287.75,34.036
9/4/2007,0.793,286.523,25.157
9/5/2007,0.884,290.414,18.6
9/6/2007,0.858,291.387,15.264
9/7/2007,0.806,290.636,15.081
9/8/2007,0.663,290.302,20.61
9/9/2007,0.858,290.029,27.279
9/10/2007,1.014,288.534,32.808
9/11/2007,0.793,287.107,20.972
9/12/2007,0.741,288.654,18.582
9/13/2007,1.04,288.691,18.267
9/14/2007,0.949,289.107,26.276
9/15/2007,1.04,287.196,22.52
9/16/2007,0.806,288.172,37.129
9/17/2007,0.78,286.283,30.308
9/18/2007,0.897,283.976,31.107
9/19/2007,0.741,286.879,26.759
9/20/2007,0.793,289.369,35.643
9/21/2007,1.066,289.338,36.412
9/22/2007,0.923,289.27,20.65
9/23/2007,0.806,289.606,35.681
9/24/2007,0.832,287.726,42.485
9/25/2007,0.923,285.328,23.859
9/26/2007,0.793,282.341,35.493
9/27/2007,0.819,284.565,40.654
9/28/2007,0.871,285.39,35.039
9/29/2007,0.806,285.983,27.122
9/30/2007,0.923,284.266,22.73
10/1/2007,0.923,286.489,26.738
10/2/2007,0.767,287.277,16.915
10/3/2007,0.923,286.996,5.518
10/4/2007,0.884,285.647,18.453
10/5/2007,0.793,284.748,14.239
10/6/2007,0.975,286.213,26.446
10/7/2007,0.962,285.72,15.848
10/8/2007,0.598,286.033,9.962
10/9/2007,0.624,284.49,8.944
10/10/2007,0.897,286.339,19.848
10/11/2007,0.689,285.476,9.01
10/12/2007,0.793,288.189,2.835
10/13/2007,0.897,287.593,10.379
10/14/2007,0.78,286.229,14.638
10/15/2007,0.962,286.479,18.316
10/16/2007,0.949,287.654,34.052
10/17/2007,0.975,284.088,32.674
10/18/2007,0.832,281.062,11.476
10/19/2007,0.962,280.599,6.879
10/20/2007,0.767,281.917,13.189
10/21/2007,0.858,280.174,7.301
10/22/2007,1.144,281.736,8.105
10/23/2007,0.923,280.273,13.036
10/24/2007,0.78,282.557,28.283
10/25/2007,0.884,283.024,12.812
10/26/2007,0.962,282.931,2.97
10/27/2007,0.949,285.499,15.981
10/28/2007,0.923,287.096,36.119
10/29/2007,0.806,282.277,14.727
10/30/2007,1.066,281.656,18.016
10/31/2007,0.754,283.87,5.384
11/1/2007,1.079,284.921,15.013
11/2/2007,1.014,285.207,5.927
11/3/2007,1.027,285.054,11.965
11/4/2007,0.923,282.603,11.272
11/5/2007,0.91,281.875,12.724
11/6/2007,0.884,280.344,21.875
11/7/2007,1.066,283.53,23.982
11/8/2007,1.079,282.102,31.096
11/9/2007,1.053,278.868,51.002
11/10/2007,0.767,283.498,48.076
11/11/2007,1.001,282.107,43.267
11/12/2007,1.092,276.257,13.07
11/13/2007,1.001,279.292,23.63
11/14/2007,1.014,279.719,17.581
11/15/2007,0.884,276.722,6.806
11/16/2007,0.975,275.43,3.205
11/17/2007,1.027,278.265,10.122
11/18/2007,1.157,278.391,30.037
11/19/2007,0.884,280.596,21.114
11/20/2007,0.897,281.58,10.512
11/21/2007,1.001,282.507,12.831
11/22/2007,0.871,280.763,11.792
11/23/2007,0.988,277.791,27.824
11/24/2007,0.936,276.492,12.06
11/25/2007,1.105,279.761,34.193
11/26/2007,1.131,278.226,7.203
11/27/2007,1.144,280.267,0.988
11/28/2007,1.131,281.847,16.145
11/29/2007,0.897,279.908,17.663
11/30/2007,0.871,283.506,32.523
12/1/2007,1.118,280.525,51.309
12/2/2007,0.988,282.063,55.229
12/3/2007,1.079,279.956,39.04
12/4/2007,1.053,281.718,22.951
12/5/2007,1.118,284.269,42.916
12/6/2007,0.962,285.041,39.771
12/7/2007,1.014,280.959,49.437
12/8/2007,0.767,279.658,35.226
12/9/2007,1.092,279.576,43.231
12/10/2007,1.157,278.636,34.206
12/11/2007,1.079,274.7,3.448
12/12/2007,1.014,274.495,2.285
12/13/2007,1.066,274.867,2.686
12/14/2007,1.144,275.858,1.669
12/15/2007,0.858,275.92,8.942
12/16/2007,0.858,274.717,9.65
12/17/2007,1.066,275.596,15.947
12/18/2007,1.183,275.518,6.212
12/19/2007,1.222,275.727,2.987
12/20/2007,1.17,274.121,1.835
12/21/2007,1.3,275.132,1.933
12/22/2007,1.118,275.928,2.853
12/23/2007,1.17,275.646,1.996
12/24/2007,1.547,279.611,21.401
12/25/2007,1.534,280.216,24.832
12/26/2007,1.183,278.001,13.684
12/27/2007,1.248,283.101,31.908
12/28/2007,1.378,282.846,42.922
12/29/2007,1.274,279.418,44.991
12/30/2007,1.287,277.549,15.862
12/31/2007,1.274,278.897,2.639
1/2/2007,1.593,279.848,43.58
1/3/2007,1.928,282.542,43.176
1/4/2007,1.581,281.755,45.749
1/5/2007,1.497,282.958,38.918
1/6/2007,1.605,280.662,33.042
1/7/2007,1.197,282.548,55.533
1/8/2007,1.64,282.705,48.728
1/9/2007,1.605,285.068,59.092
1/10/2007,1.652,281.495,48.039
1/11/2007,1.413,283.194,53.203
1/12/2007,1.389,283.32,49.721
1/13/2007,1.533,283.525,54.472
1/14/2007,1.341,279.866,39.397
1/15/2007,1.389,281.008,38.448
1/16/2007,1.64,283.525,40.032
1/17/2007,1.497,281.656,52.301
1/18/2007,1.545,283.979,54.75
1/19/2007,1.341,284.362,50.525
1/20/2007,1.257,282.534,50.253
1/21/2007,1.209,278.695,47.898
1/22/2007,1.317,276.65,35.694
1/23/2007,1.281,274.379,28.64
1/24/2007,1.616,274.79,25.721
1/25/2007,1.437,274.267,23.815
1/26/2007,1.509,274.822,19.89
1/27/2007,1.353,279.344,22.91
1/28/2007,1.461,279.791,38.748
1/29/2007,1.473,280.734,22.392
1/30/2007,1.413,279.945,12.4
1/31/2007,1.593,279.268,27.366
2/1/2007,1.605,281.967,15.696
2/2/2007,1.401,281.326,16.984
2/3/2007,1.449,277.662,12.075
2/4/2007,1.413,276.683,11.823
2/5/2007,1.461,277.016,8.261
2/6/2007,1.509,274.484,9.205
2/7/2007,1.449,272.639,10.524
2/8/2007,1.616,276.976,34.7
2/9/2007,1.581,275.405,16.784
2/10/2007,1.533,279.96,42.512
2/11/2007,1.844,281.503,62.433
2/12/2007,1.76,281.196,56.032
2/13/2007,1.593,280.436,49.06
2/14/2007,1.664,279.982,35.412
2/15/2007,1.569,280.773,40.963
2/16/2007,1.533,282.405,24.035
2/17/2007,1.736,280.862,7.416
2/18/2007,1.676,279.419,11.346
2/19/2007,1.593,281.454,22.513
2/20/2007,1.676,282.492,38.307
2/21/2007,1.389,281.513,47.45
2/22/2007,1.593,281.642,48.357
2/23/2007,1.628,282.367,57.79
2/24/2007,1.82,282.225,56.771
2/25/2007,1.509,280.617,51.13
2/26/2007,1.676,279.87,48.329
2/27/2007,1.593,282.261,38.197
2/28/2007,1.449,282.557,62.738
3/1/2007,1.461,280.419,58.418
3/2/2007,1.593,279.523,42.3
3/3/2007,1.497,281.462,51.734
3/4/2007,1.425,281.299,44.332
3/5/2007,1.341,281.581,73.865
3/6/2007,1.449,283.155,66.394
3/7/2007,1.437,280.738,51.925
3/8/2007,1.784,280.616,41.029
3/9/2007,1.353,281.722,59.736
3/10/2007,1.569,281.905,48.366
3/11/2007,1.293,282.435,52.012
3/12/2007,1.605,283.201,44.962
3/13/2007,1.269,280.984,33.669
3/14/2007,1.425,280.753,31.436
3/15/2007,1.257,281.237,38.915
3/16/2007,1.329,281.649,48.039
3/17/2007,1.413,284.018,63.318
3/18/2007,1.521,279.528,72.995
3/19/2007,1.341,276.894,59.476
3/20/2007,1.341,276.507,63.88
3/21/2007,1.413,276.386,58.512
3/22/2007,1.269,277.439,25.532
3/23/2007,1.197,280.105,36.353
3/24/2007,1.257,279.926,47.602
3/25/2007,1.15,282.384,44.531
3/26/2007,1.569,282.36,31.57
3/27/2007,1.341,282.848,31.043
3/28/2007,1.353,282.569,29.81
3/29/2007,1.209,280.145,47.167
3/30/2007,1.245,279.758,35.233
3/31/2007,1.353,282.931,72.513
4/1/2007,1.365,283.994,74.254
4/2/2007,1.377,284.671,67.755
4/3/2007,1.461,280.587,64.995
4/4/2007,1.353,280.721,59.063
4/5/2007,1.437,282.524,37.342
4/6/2007,1.401,283.675,36.583
4/7/2007,1.533,282.808,43.99
4/8/2007,1.305,284.091,52.733
4/9/2007,1.233,284.322,54.152
4/10/2007,1.437,285.181,45.253
4/11/2007,1.413,286.056,43.689
4/12/2007,1.353,285.586,37.672
4/13/2007,1.197,286.58,37.551
4/14/2007,1.185,287.98,50.719
4/15/2007,1.413,289.164,66.287
4/16/2007,1.461,288.628,60.507
4/17/2007,1.054,285.727,54.291
4/18/2007,1.317,284.2,55.033
4/19/2007,1.269,285.575,53.43
4/20/2007,1.257,284.964,50.79
4/21/2007,1.15,286.047,53.302
4/22/2007,1.305,287.63,61.424
4/23/2007,1.209,287.584,51.812
4/24/2007,1.281,288.248,57.715
4/25/2007,1.365,288.162,54.563
4/26/2007,1.221,286.993,50.287
4/27/2007,1.293,288.186,63.718
4/28/2007,1.102,288.331,69.624
4/29/2007,1.293,288.548,65.256
4/30/2007,1.257,287.843,60.365
5/1/2007,1.173,288.644,69.45
5/2/2007,1.377,288.135,67.641
5/3/2007,0.982,284.995,67.741
5/4/2007,1.209,285.179,73.721
5/5/2007,1.209,284.877,70.352
5/6/2007,1.233,286.949,64.69
5/7/2007,1.269,286.201,44.669
5/8/2007,1.15,286.521,55.803
5/9/2007,1.521,285.533,46.661
5/10/2007,1.15,285.261,55.201
5/11/2007,1.161,284.801,60.365
5/12/2007,1.233,286.161,63.31
5/13/2007,1.461,284.78,50.541
5/14/2007,1.413,284.311,55.978
5/15/2007,1.042,283.855,43.239
5/16/2007,1.401,285.12,41.881
5/17/2007,1.341,289.549,27.089
5/18/2007,1.161,287.724,39.015
5/19/2007,1.09,285.954,64
5/20/2007,1.114,285.076,54.66
5/21/2007,1.353,287.059,54.365
5/22/2007,1.197,288.564,60.633
5/23/2007,1.233,289.952,55.223
5/24/2007,1.533,291.731,54.987
5/25/2007,1.389,289.757,44.604
5/26/2007,1.15,285.709,55.574
5/27/2007,1.293,282.768,57.404
5/28/2007,0.97,281.2,67.4
5/29/2007,1.126,283.527,58.843
5/30/2007,1.329,284.124,49.244
5/31/2007,1.066,286.128,47.976
6/1/2007,0.982,287.726,53.73
6/2/2007,1.245,289.77,66.324
6/3/2007,1.245,290.31,63.734
6/4/2007,1.329,289.657,62.143
6/5/2007,1.114,289.081,75.049
6/6/2007,1.09,287.858,74.215
6/7/2007,0.958,289.13,66.15
6/8/2007,1.209,289.16,59.949
6/9/2007,1.365,290.922,65.881
6/10/2007,1.15,291.134,73.269
6/11/2007,1.413,290.94,75.641
6/12/2007,1.293,291.424,67.17
6/13/2007,1.293,290.1,42.57
6/14/2007,1.221,288.995,36.527
6/15/2007,1.353,288.684,46.947
6/16/2007,1.09,287.686,51.155
6/17/2007,1.138,288.807,50.748
6/18/2007,1.293,288.193,46.695
6/19/2007,1.233,291.125,51.858
6/20/2007,1.102,289.885,56.245
6/21/2007,0.91,288.609,49.418
6/22/2007,1.329,287.826,49.596
6/23/2007,1.15,288.359,54.082
6/24/2007,0.898,285.472,45.303
6/25/2007,1.138,286.084,48.768
6/26/2007,1.281,286.255,47.07
6/27/2007,1.078,286.24,36.871
6/28/2007,1.138,286.787,42.743
6/29/2007,1.185,288.26,42.069
6/30/2007,1.161,288.852,23.29
7/1/2007,1.341,288.975,44.836
7/2/2007,0.946,288.13,41.939
7/3/2007,1.09,287.246,44.798
7/4/2007,1.161,287.951,46.255
7/5/2007,1.317,287.979,41.337
7/6/2007,1.102,289.217,51.98
7/7/2007,1.245,288.763,46.541
7/8/2007,1.138,288.017,41.133
7/9/2007,1.03,287.212,40.506
7/10/2007,1.054,288.224,43.518
7/11/2007,1.15,289.238,45.052
7/12/2007,1.485,289.659,29.687
7/13/2007,1.15,290.9,36.75
7/14/2007,1.066,289.962,49.012
7/15/2007,1.305,291.012,41.956
7/16/2007,1.138,291.152,46.377
7/17/2007,1.329,289.065,51.954
7/18/2007,1.221,289.935,50.395
7/19/2007,1.173,289.848,40.261
7/20/2007,1.209,288.61,46.387
7/21/2007,1.126,288.093,49.359
7/22/2007,1.102,288.239,50.885
7/23/2007,1.257,287.458,39.221
7/24/2007,0.994,289.431,56.891
7/25/2007,1.173,289.297,41.653
7/26/2007,1.197,288.661,38.551
7/27/2007,1.245,289.943,40.717
7/28/2007,1.078,290.178,40.456
7/29/2007,1.018,288.846,46.504
7/30/2007,1.173,287.694,40.301
7/31/2007,1.173,288.426,42.1
8/1/2007,1.066,290.23,60.406
8/2/2007,0.91,288.369,41.104
8/3/2007,1.317,290.4,38.982
8/4/2007,1.09,291.926,51.605
8/5/2007,1.353,293.641,68.241
8/6/2007,0.994,290.413,46.48
8/7/2007,1.138,288.589,44.047
8/8/2007,1.305,289.146,44.293
8/9/2007,1.042,289.074,41.653
8/10/2007,1.185,289.786,49.98
8/11/2007,1.293,290.721,48.963
8/12/2007,1.03,289.521,41.663
8/13/2007,1.161,289.217,41.699
8/14/2007,1.425,289.703,38.316
8/15/2007,1.245,289.627,43.099
8/16/2007,1.15,287.22,43.482
8/17/2007,1.006,287.753,47.043
8/18/2007,1.221,288.535,42.927
8/19/2007,1.066,288.891,32.952
8/20/2007,0.982,287.34,38.883
8/21/2007,1.042,288.971,53.855
8/22/2007,1.066,291.016,65.067
8/23/2007,1.066,290.455,53.815
8/24/2007,1.353,291.106,52.244
8/25/2007,1.185,291.492,35.427
8/26/2007,1.233,290.434,40.08
8/27/2007,1.197,288.796,39.28
8/28/2007,1.09,288.394,34.913
8/29/2007,0.994,288.134,38.754
8/30/2007,1.15,288.91,27.896
8/31/2007,1.066,289.721,28.614
9/1/2007,1.078,290.135,32.464
9/2/2007,0.994,290.081,33.988
9/3/2007,1.197,288.321,40.546
9/4/2007,1.15,286.99,35.039
9/5/2007,0.97,290.129,28.907
9/6/2007,1.102,291.593,21.838
9/7/2007,1.209,290.959,27.886
9/8/2007,1.006,290.347,30.492
9/9/2007,0.994,290.115,35.37
9/10/2007,1.389,288.913,39.408
9/11/2007,0.862,287.5,32.337
9/12/2007,1.185,288.502,29.954
9/13/2007,1.102,288.535,32.344
9/14/2007,1.305,289.09,39.544
9/15/2007,1.066,287.476,36.674
9/16/2007,1.15,288.265,48.669
9/17/2007,0.97,286.534,36.034
9/18/2007,1.078,283.987,38.626
9/19/2007,1.173,287.004,39.88
9/20/2007,1.042,289.142,46.594
9/21/2007,1.317,289.156,49.66
9/22/2007,1.054,289.143,36.435
9/23/2007,1.185,289.498,44.651
9/24/2007,1.173,287.556,52.937
9/25/2007,1.09,285.782,36.596
9/26/2007,1.305,282.474,39.224
9/27/2007,1.221,284.331,44.535
9/28/2007,1.365,285.135,39.185
9/29/2007,1.209,286.295,32.74
9/30/2007,1.353,285.563,32.303
10/1/2007,1.197,286.544,28.766
10/2/2007,1.293,287.508,16.293
10/3/2007,1.161,287.293,16.042
10/4/2007,1.257,286.156,31.852
10/5/2007,1.042,285.484,22.163
10/6/2007,1.233,286.18,29.854
10/7/2007,1.281,285.831,22.185
10/8/2007,0.994,286.33,26.121
10/9/2007,1.15,285.417,27.109
10/10/2007,1.173,286.622,25.208
10/11/2007,1.389,285.587,23.01
10/12/2007,1.389,288.284,12.505
10/13/2007,1.473,287.893,16.861
10/14/2007,1.161,286.561,27.223
10/15/2007,1.269,286.865,35.726
10/16/2007,1.233,287.715,47.89
10/17/2007,1.269,284.433,41.413
10/18/2007,1.461,281.307,25.429
10/19/2007,1.293,280.873,16.246
10/20/2007,1.126,281.884,28.333
10/21/2007,1.245,280.233,24.315
10/22/2007,1.281,281.952,22.67
10/23/2007,1.293,280.547,19.077
10/24/2007,1.341,281.928,31.166
10/25/2007,1.413,282.895,17.562
10/26/2007,1.317,283.077,8.459
10/27/2007,1.365,285.669,28.988
10/28/2007,1.329,286.893,45.329
10/29/2007,1.377,282.754,30.981
10/30/2007,1.09,282.255,28.135
10/31/2007,1.377,284.134,20.858
11/1/2007,1.437,285.259,29.026
11/2/2007,1.293,285.13,20.495
11/3/2007,1.138,285,22.881
11/4/2007,1.221,282.823,19.664
11/5/2007,1.09,282.514,24.351
11/6/2007,1.365,280.805,35.816
11/7/2007,1.341,283.7,39.001
11/8/2007,1.353,282.661,42.07
11/9/2007,1.305,279.672,59.388
11/10/2007,1.341,283.903,53.334
11/11/2007,1.281,282.737,45.143
11/12/2007,1.365,276.097,19.788
11/13/2007,1.126,280.233,35.288
11/14/2007,1.401,279.786,22.629
11/15/2007,1.197,276.504,11.997
11/16/2007,1.425,275.849,9.268
11/17/2007,1.114,278.83,23.28
11/18/2007,1.257,278.501,36.663
11/19/2007,1.832,280.94,36.426
11/20/2007,1.425,281.445,22.588
11/21/2007,1.449,282.539,31.905
11/22/2007,1.377,281,23.731
11/23/2007,1.233,277.31,32.712
11/24/2007,1.293,277.172,25.317
11/25/2007,1.377,280.43,39.627
11/26/2007,1.257,279.588,17.238
11/27/2007,1.64,281.221,10.817
11/28/2007,1.401,282.291,32.19
11/29/2007,1.581,280.429,36.609
11/30/2007,1.581,283.972,47.855
12/1/2007,1.257,281.055,59.871
12/2/2007,1.365,282.672,59.087
12/3/2007,1.533,280.648,46.183
12/4/2007,1.64,282.512,37.544
12/5/2007,1.209,284.364,52.762
12/6/2007,1.569,285.496,52.985
12/7/2007,1.425,281.268,54.252
12/8/2007,1.676,280.436,50.038
12/9/2007,1.413,280.317,50.354
12/10/2007,1.365,278.831,37.301
12/11/2007,1.305,274.851,11.209
12/12/2007,1.425,274.375,6.688
12/13/2007,1.473,275.485,9.119
12/14/2007,1.521,275.77,4.666
12/15/2007,1.557,275.378,14.692
12/16/2007,1.15,274.033,15.737
12/17/2007,1.473,274.97,16.766
12/18/2007,1.329,274.786,9.229
12/19/2007,1.772,275.31,5.749
12/20/2007,1.521,273.854,5.023
12/21/2007,1.82,275.243,4.608
12/22/2007,1.904,276.101,10.367
12/23/2007,1.628,276.181,10.711
12/24/2007,1.569,279.927,35.618
12/25/2007,1.593,280.326,33.92
12/26/2007,1.593,278.96,29.748
12/27/2007,1.772,283.199,43.683
12/28/2007,1.772,282.888,47.407
12/29/2007,2,279.93,47.702
12/30/2007,1.76,277.92,22.305
12/31/2007,1.664,278.968,12.278
1/2/2007,2.05,281.537,51.095
1/3/2007,1.547,283.757,51.994
1/4/2007,1.876,281.972,53.055
1/5/2007,1.837,283.407,46.788
1/6/2007,1.547,281.679,44.038
1/7/2007,1.799,283.431,60.388
1/8/2007,1.857,283.438,56.404
1/9/2007,1.915,284.958,59.102
1/10/2007,1.818,281.603,53.057
1/11/2007,1.663,283.785,57.82
1/12/2007,1.586,283.792,56.404
1/13/2007,1.334,283.473,58.405
1/14/2007,1.451,281.142,45.431
1/15/2007,1.567,282.59,48.93
1/16/2007,1.354,283.909,47.657
1/17/2007,2.05,281.705,56.636
1/18/2007,1.683,284.474,58.722
1/19/2007,1.663,284.58,56.123
1/20/2007,1.567,282.415,52.068
1/21/2007,1.431,279.62,52.62
1/22/2007,1.567,277.493,39.405
1/23/2007,1.663,274.972,36.107
1/24/2007,1.857,277.086,39.902
1/25/2007,1.586,275.156,27.263
1/26/2007,1.818,278.439,37.675
1/27/2007,1.876,280.761,40.687
1/28/2007,1.683,280.45,48.278
1/29/2007,1.683,280.84,37.069
1/30/2007,1.625,279.844,28.98
1/31/2007,1.818,280.677,46.315
2/1/2007,1.567,282.455,33.765
2/2/2007,2.011,281.525,33.621
2/3/2007,1.451,278.831,17.941
2/4/2007,1.741,278.09,11.903
2/5/2007,1.973,277.018,11.827
2/6/2007,1.721,275.911,18.832
2/7/2007,2.205,275.282,19.557
2/8/2007,1.799,278.71,49.704
2/9/2007,1.915,277.716,28.791
2/10/2007,2.05,280.741,46.984
2/11/2007,2.031,281.728,65.103
2/12/2007,1.818,281.405,60.675
2/13/2007,2.05,281.306,54.883
2/14/2007,1.702,280.694,49.969
2/15/2007,1.741,282.929,58.251
2/16/2007,2.205,282.712,34.047
2/17/2007,1.683,281.344,11.428
2/18/2007,1.547,280.21,11.587
2/19/2007,1.818,281.963,41.139
2/20/2007,2.069,282.56,48.439
2/21/2007,1.586,281.642,59.571
2/22/2007,1.779,282.733,64.65
2/23/2007,2.185,282.539,63.648
2/24/2007,1.953,282.158,62.185
2/25/2007,2.089,281.386,58.03
2/26/2007,1.721,280.753,57.654
2/27/2007,1.76,283.48,48.97
2/28/2007,1.489,282.64,66.101
3/1/2007,1.837,280.725,63.726
3/2/2007,1.915,280.33,49.955
3/3/2007,1.818,281.791,60.621
3/4/2007,1.876,282.105,54.529
3/5/2007,1.567,281.665,79.817
3/6/2007,1.721,282.881,71.178
3/7/2007,1.393,281.261,65.261
3/8/2007,1.547,281.411,61.783
3/9/2007,1.509,281.909,65.197
3/10/2007,1.702,282.73,61.059
3/11/2007,1.47,283.656,68.384
3/12/2007,1.547,283.173,56.062
3/13/2007,1.915,281.292,56.527
3/14/2007,1.47,281.302,51.854
3/15/2007,1.547,281.225,59.539
3/16/2007,1.625,281.519,63.05
3/17/2007,1.683,283.312,71.718
3/18/2007,1.779,279.586,76.215
3/19/2007,1.586,277.733,69.393
3/20/2007,1.683,277.093,69.567
3/21/2007,1.76,276.947,65.567
3/22/2007,1.663,280.702,41.647
3/23/2007,1.354,281.218,39.857
3/24/2007,1.605,280.305,49.878
3/25/2007,1.141,282.259,46.619
3/26/2007,1.528,282.409,41.161
3/27/2007,1.934,282.841,44.191
3/28/2007,1.334,281.632,53.291
3/29/2007,1.644,279.672,72.903
3/30/2007,1.876,280.407,56.078
3/31/2007,1.721,283.125,71.506
4/1/2007,1.547,283.609,76.548
4/2/2007,1.605,285.19,70.842
4/3/2007,1.509,281.313,61.591
4/4/2007,1.451,281.132,56.071
4/5/2007,1.528,282.858,41.863
4/6/2007,1.683,283.747,53.857
4/7/2007,1.47,283.536,49.07
4/8/2007,1.702,284.213,58.552
4/9/2007,1.528,283.371,69.936
4/10/2007,1.334,284.497,61.119
4/11/2007,1.412,285.463,64.72
4/12/2007,1.451,286.184,57.746
4/13/2007,1.605,286.571,43.993
4/14/2007,1.489,287.916,57.845
4/15/2007,1.547,287.267,72.603
4/16/2007,1.199,287.008,62.298
4/17/2007,1.451,285.254,68.522
4/18/2007,1.276,283.917,65.628
4/19/2007,1.412,284.851,64.746
4/20/2007,1.683,284.987,54.588
4/21/2007,1.354,285.632,62.067
4/22/2007,1.567,286.392,71.121
4/23/2007,1.625,286.692,56.026
4/24/2007,1.334,286.221,68.759
4/25/2007,1.625,285.351,67.789
4/26/2007,1.354,285.862,56.503
4/27/2007,1.315,287.626,59.311
4/28/2007,1.431,288.01,71.542
4/29/2007,1.431,287.569,69.333
4/30/2007,1.451,287.777,65.926
5/1/2007,1.238,288.464,72.971
5/2/2007,1.586,288.607,70.445
5/3/2007,1.412,286.276,67.173
5/4/2007,1.257,285.446,64.534
5/5/2007,1.412,285.198,70.938
5/6/2007,1.102,286.592,69.042
5/7/2007,1.393,286.057,50.146
5/8/2007,1.451,285.941,55.252
5/9/2007,1.412,285.48,49.481
5/10/2007,1.547,284.546,57.552
5/11/2007,1.373,284.407,65.291
5/12/2007,1.199,285.554,63.476
5/13/2007,1.315,284.562,59.29
5/14/2007,1.296,284.26,66.777
5/15/2007,1.064,285.127,56.352
5/16/2007,1.451,285.503,49.785
5/17/2007,1.257,289.131,36.669
5/18/2007,1.18,286.215,53.157
5/19/2007,1.431,285.03,67.189
5/20/2007,1.567,284.74,62.989
5/21/2007,1.238,286.216,53.992
5/22/2007,1.044,286.731,63.409
5/23/2007,1.412,287.549,54.428
5/24/2007,1.122,288.824,48.862
5/25/2007,1.334,287.007,55.746
5/26/2007,1.18,284.775,66.375
5/27/2007,1.412,282.763,60.851
5/28/2007,0.986,282.902,69.55
5/29/2007,1.276,283.22,67.79
5/30/2007,1.509,284.758,57.711
5/31/2007,1.238,285.601,57.105
6/1/2007,1.412,286.912,58.569
6/2/2007,1.393,287.841,56.404
6/3/2007,1.451,287.917,48.896
6/4/2007,1.47,289.523,57.552
6/5/2007,1.218,289.481,71.909
6/6/2007,1.625,288.661,70.577
6/7/2007,1.238,288.602,63.546
6/8/2007,1.605,289.695,68.996
6/9/2007,1.586,290.439,79.518
6/10/2007,1.605,290.56,86.249
6/11/2007,1.334,290.464,80.945
6/12/2007,1.257,289.133,67.067
6/13/2007,1.296,288.248,47.053
6/14/2007,1.296,287.949,43.033
6/15/2007,1.451,287.41,52.424
6/16/2007,1.18,287.825,54.562
6/17/2007,1.218,287.649,54.771
6/18/2007,1.044,288.102,54.103
6/19/2007,1.354,289.516,58.417
6/20/2007,1.431,288.611,63.52
6/21/2007,0.89,287.427,61.783
